1.371,1.299,1.627,1.548,1.859,1.432,1.240,2.386,1.208,1.199,1.171,1.397,1.352,1.502,1.279,1.431,
1.369,1.299,1.626,1.547,1.855,1.435,1.236,2.386,1.214,1.197,1.168,1.401,1.352,1.506,1.276,1.433,
1.369,1.303,1.631,1.552,1.855,1.430,1.237,2.392,1.201,1.201,1.170,1.403,1.354,1.506,1.276,1.434,
1.369,1.300,1.627,1.552,1.854,1.431,1.237,2.390,1.211,1.199,1.175,1.402,1.354,1.507,1.277,1.440,
1.366,1.303,1.628,1.555,1.856,1.439,1.240,2.390,1.225,1.199,1.170,1.401,1.352,1.503,1.276,1.435,
1.369,1.305,1.626,1.548,1.856,1.432,1.236,2.387,1.200,1.199,1.171,1.398,1.355,1.503,1.277,1.430,
1.371,1.301,1.626,1.552,1.855,1.439,1.237,2.389,1.200,1.203,1.171,1.398,1.352,1.499,1.277,1.437,
1.369,1.302,1.624,1.553,1.856,1.435,1.238,2.388,1.211,1.202,1.172,1.395,1.353,1.502,1.275,1.434,
1.365,1.300,1.627,1.549,1.855,1.431,1.238,2.388,1.203,1.200,1.170,1.402,1.352,1.508,1.277,1.431,
1.368,1.303,1.627,1.553,1.856,1.435,1.238,2.388,1.206,1.199,1.170,1.401,1.351,1.511,1.280,1.435,
1.369,1.300,1.626,1.548,1.855,1.435,1.237,2.389,1.200,1.200,1.171,1.406,1.354,1.507,1.278,1.429,
1.368,1.300,1.627,1.551,1.856,1.436,1.238,2.386,1.212,1.209,1.171,1.406,1.350,1.504,1.276,1.435,
1.367,1.303,1.626,1.549,1.854,1.437,1.237,2.387,1.209,1.206,1.170,1.402,1.354,1.506,1.276,1.433,
1.366,1.299,1.628,1.548,1.855,1.434,1.240,2.388,1.208,1.199,1.170,1.395,1.354,1.500,1.277,1.434,
1.364,1.304,1.625,1.548,1.854,1.432,1.238,2.387,1.212,1.200,1.170,1.395,1.356,1.505,1.277,1.438,
1.364,1.297,1.626,1.548,1.856,1.432,1.238,2.387,1.200,1.200,1.170,1.399,1.353,1.508,1.279,1.435,
1.366,1.310,1.626,1.547,1.853,1.425,1.238,2.387,1.199,1.200,1.181,1.394,1.353,1.506,1.277,1.435,
1.367,1.299,1.622,1.547,1.851,1.435,1.241,2.382,1.211,1.196,1.171,1.402,1.354,1.498,1.278,1.430,
1.369,1.300,1.624,1.551,1.855,1.437,1.236,2.386,1.220,1.202,1.170,1.399,1.349,1.506,1.274,1.434,
1.365,1.299,1.624,1.548,1.855,1.431,1.238,2.387,1.201,1.200,1.170,1.395,1.353,1.498,1.277,1.431,
1.368,1.303,1.628,1.551,1.855,1.429,1.238,2.389,1.205,1.199,1.171,1.402,1.352,1.510,1.282,1.428,
1.369,1.301,1.628,1.549,1.855,1.433,1.239,2.383,1.206,1.202,1.173,1.406,1.352,1.498,1.276,1.428,
1.374,1.299,1.627,1.547,1.855,1.432,1.236,2.388,1.203,1.200,1.174,1.395,1.357,1.506,1.275,1.436,
1.365,1.299,1.628,1.551,1.856,1.436,1.241,2.388,1.200,1.199,1.171,1.396,1.359,1.499,1.276,1.437,
1.368,1.299,1.624,1.548,1.856,1.437,1.237,2.386,1.216,1.199,1.170,1.397,1.351,1.508,1.276,1.430,
1.367,1.303,1.632,1.548,1.854,1.438,1.237,2.381,1.201,1.203,1.171,1.396,1.355,1.508,1.275,1.428,
1.365,1.299,1.622,1.548,1.854,1.436,1.238,2.388,1.210,1.205,1.169,1.396,1.356,1.507,1.280,1.440,
1.365,1.299,1.625,1.554,1.858,1.436,1.236,2.385,1.211,1.200,1.170,1.396,1.351,1.502,1.274,1.429,
1.364,1.299,1.624,1.545,1.854,1.435,1.240,2.386,1.216,1.199,1.170,1.399,1.350,1.502,1.275,1.428,
1.362,1.300,1.625,1.552,1.855,1.431,1.245,2.389,1.206,1.201,1.177,1.395,1.355,1.502,1.276,1.437,
1.366,1.302,1.629,1.544,1.854,1.435,1.240,2.391,1.203,1.199,1.169,1.400,1.357,1.504,1.276,1.431,
1.366,1.300,1.627,1.547,1.856,1.436,1.237,2.387,1.200,1.201,1.171,1.401,1.351,1.500,1.277,1.436,
1.366,1.303,1.627,1.549,1.854,1.435,1.237,2.388,1.207,1.200,1.170,1.402,1.353,1.510,1.282,1.431,
1.368,1.298,1.625,1.548,1.856,1.435,1.239,2.386,1.216,1.201,1.170,1.396,1.352,1.509,1.274,1.431,
1.366,1.301,1.625,1.548,1.854,1.441,1.237,2.386,1.199,1.203,1.171,1.399,1.354,1.502,1.274,1.433,
1.365,1.306,1.625,1.551,1.854,1.433,1.242,2.386,1.205,1.202,1.171,1.397,1.354,1.510,1.284,1.427,
1.364,1.301,1.627,1.548,1.857,1.435,1.237,2.389,1.203,1.203,1.171,1.400,1.353,1.506,1.277,1.435,
1.369,1.307,1.624,1.547,1.854,1.434,1.238,2.395,1.227,1.201,1.171,1.406,1.355,1.506,1.278,1.437,
1.365,1.302,1.627,1.550,1.854,1.435,1.237,2.390,1.200,1.200,1.170,1.396,1.351,1.506,1.274,1.432,
1.364,1.307,1.624,1.550,1.859,1.433,1.238,2.382,1.204,1.201,1.171,1.397,1.358,1.509,1.277,1.431,
1.372,1.302,1.624,1.549,1.855,1.434,1.240,2.398,1.208,1.202,1.171,1.406,1.356,1.504,1.281,1.428,
1.365,1.299,1.623,1.548,1.855,1.434,1.241,2.386,1.214,1.202,1.170,1.400,1.354,1.506,1.278,1.435,
1.369,1.299,1.626,1.555,1.857,1.436,1.237,2.386,1.221,1.199,1.171,1.395,1.353,1.502,1.277,1.431,
1.365,1.299,1.624,1.548,1.853,1.434,1.237,2.401,1.220,1.201,1.173,1.403,1.354,1.502,1.278,1.436,
1.364,1.302,1.625,1.542,1.859,1.438,1.236,2.386,1.201,1.199,1.171,1.399,1.360,1.502,1.275,1.427,
1.362,1.299,1.625,1.549,1.854,1.438,1.237,2.386,1.203,1.206,1.173,1.398,1.354,1.504,1.279,1.432,
1.366,1.299,1.622,1.549,1.853,1.432,1.237,2.386,1.201,1.200,1.170,1.402,1.352,1.506,1.279,1.433,
1.366,1.299,1.623,1.547,1.855,1.434,1.237,2.386,1.202,1.203,1.173,1.402,1.355,1.501,1.279,1.431,
1.366,1.300,1.627,1.544,1.855,1.435,1.237,2.386,1.215,1.207,1.170,1.395,1.352,1.502,1.277,1.436,
1.370,1.299,1.622,1.548,1.854,1.435,1.236,2.386,1.201,1.200,1.170,1.398,1.357,1.504,1.274,1.429,
1.368,1.299,1.626,1.551,1.854,1.436,1.237,2.385,1.210,1.200,1.173,1.401,1.357,1.510,1.276,1.432,
1.367,1.302,1.624,1.545,1.854,1.433,1.239,2.381,1.210,1.200,1.171,1.402,1.355,1.500,1.279,1.431,
1.369,1.299,1.622,1.545,1.853,1.435,1.236,2.387,1.212,1.200,1.173,1.404,1.356,1.500,1.279,1.433,
1.365,1.301,1.628,1.549,1.854,1.435,1.245,2.387,1.210,1.202,1.177,1.398,1.353,1.503,1.278,1.439,
1.363,1.298,1.622,1.545,1.860,1.434,1.238,2.386,1.220,1.199,1.170,1.401,1.357,1.510,1.279,1.432,
